tweet,location
"#ICYMI In the immediate aftermath of the tragedy at Marjory Stoneman Douglas High School, @edworkforcedems sent a letter to Republicans requesting hearings to examine school shootings. https://t.co/Fv7HsaEKQh #EnoughIsEnough #SchoolSafetyForum","Washington, DC"
Two letters for you...CR https://t.co/lNgJr9T39Z,"Concord, NH"
Common sense gun laws from the MD Senate! Thanks Dad!! @MDSenate https://t.co/kkDo4G0K51,"Florida, USA"
@RG3PO5774 @fox5dc It doesn’t fit the gun control narrative,"Crofton, MD"
"@cameraman1961 @shannonrwatts @seagal_lori @realDonaldTrump @NRA You do know the NRA provided guns to freed slaves and taught them how to defend themselves. So not sure how they are racist. And for that matter Trump. Maybe don’t believe everything said on tv, do some research. https://t.co/w3bYVlSuC1","Jefferson City, MO"
We were angry kids in the 60’s and didn’t blow each other away. We also didn’t have the access to guns that people have now. Hmm https://t.co/ZVD2eQm4rk,"Chico, CA"
@AviAhvee @DLoesch Why do you immediately think that getting rid of guns entirely will end gun violence?  Criminals will@always be able to get a gun to kill and murder.  Taking ours will only leave us defenseless,"Roseville, MN"
HEHEHWKAODIUFHE IS THAT WHAT YOURE JUST GONNA KEEP DOING? https://t.co/MdfIFdtESb,"Wesley Chapel, FL"
"@TheRickCanton how about preventing school shootings from occurring in the first place? that means mental health funding &amp; common sense gun laws. i would HARDLY call what occurred something that ""works""...  saying that there's nothing wrong with what happened is the problem. #MarchForOurLives","Los Angeles, CA"
"@CNN Parents should be held accountable. Innocent lives lost. We must protect our kids, from guns😢","Dayton, OH"
#btpoos #gunsafety #guns #gun #2ndamendment #gunrights #metoo #neveragain #nra #freedom #american #american #pistol #florida #guncontrol #liberal #liberallogic https://t.co/4gzQqjYpMm,"Wesley Chapel, FL"
"@AnyaStewart8 We aren’t other countries. Look at Chicago. They have very strict  guns laws if not the strictest in the USA. Look at what happens there. It doesn’t work! The problem is POS people not guns. They don’t have a gun? They will use a knife or a big vehicle, they find a way","Clovis, CA"
"This could be by using car seat belts, having home security alarms, having TSA inspections at airports, seeing doctors, having surgeries, taking medicines, and countless other preventive measures. We don’t have to have a million people die from guns—whether homicide or suicide...","Carlsbad, CA"
R’s poop on proposals to limit some personal liberties (guns) but see no contradiction in making proposals like tthis. Aren’t you tired of the right telling you that a bunch of white guys on the Capitol have better judgment about what you need? https://t.co/o8y987Mput,"Decatur, GA"
"The Confiscation of firearms has begun in Florida!

Another Constitutional Right weakened. Now law-abiding #Americans paying the price bcz Federal &amp; Local authorities in #ParklandShooting failed to do their jobs!

Please join the #NRA today

#WakeUpAmerica https://t.co/ooHU6WCIdK","Schenectady, NY"
@valley308 @RedStormIsHERE Amen! Ask Venezuelans if they were smart to give up their guns! Now they have a dictator robbing the country blind like former Prez Chavez. He’s dead but his daughter is one of the richest people in that country. Her dad took all citizens monies &amp; now they’ve got nothing.,"Rockville, MD"
"To everyone who thinks that teachers having guns, or having arms police officers in your school's is a bad thing, go ask the victims of the Great Mills shooting in Maryland. Only two kids were shot, both are expected to recover, and the shooter is dead.","Manchester, VA"
War and guns makes money. That’s all they care about https://t.co/RYOZ1n4hW7,"Kennesaw, GA"
"@Liz_Wheeler Yes, and this validates our POTUS' proposals concerning
these shootings, saying: if those who r thinking about school shootings would reconsider, most do not want 2 be killed (para phasing remarks).","Pennsylvania, USA"
Another school shooting. At work and I can't stop crying and being incredibly angry and feeling helpless and sorry. And God damn it. Fuck guns.,"Minneapolis, MN"
"@JarredKushner @realDonaldTrump @SpeakerRyan @TeamPelosi @chuckschumer @ForParkland I didn’t mention the #SecondAmendment @JarredKushner , but I do support it! However, it is my personal opinion that certain types of guns have no place in the hands of everyday citizens!","Joplin, MO"
"Reno- read this. Your rights are not being defended by you government or your school district. Regardless of what side you are on- I’ve never been suspended for cursing in class and Mark Amodei is not more important than us. 
OUR education. OUR rights. 

https://t.co/jt9NPjB0jf","Sparks, NV"
@NRATV @CNN @MSNBC @browardsheriff @RobertwRuncie @DLoesch A Hero with a gun ban democ🐀’s not guns !!!,"Minooka, IL"
"@SloreOhSlore @JeffJacksonNC @jdanbishop @scottdstone September 1, 2004, in Beslan, Russia. Three days in Hell! Over 300 students and teachers and caregivers, were all massacred by Chechen, Muslim Terrorists. The guns were not to blame. Those who choose to use them to commit crimes are.  No, it's not ""uniquely American.""","North Carolina, USA"
@SilentSkillHD @TriciaHill7 @capzimm @angie8bs @GovLarryHogan @MDSP Have you not seen the slew of news stories about teaching with guns over the past month? They are shooting themselves or students or discharging weapons. Or students are finding the guns. This is a bad idea and Maryland teachers unions already said so🙄,"Greensboro, NC"
"@YouCanCarry @gcramer30 @TNTickler @jsutt13 @Morgan2268 @Mamasan2k @flyaway_k @PoliticalEmilia @v @realLyingMedia There's a lot legal here, cuz still lots of subsistence hunting. And i don't feel bad about guns in my rural area -everybody grew up with them. It's cities and ppl driven by the feeling of single-shooter games coupled to their own imbalance, that has me worried, along with hate!",United States
@80k_0k8 @williamlegate Full disclosure I am a gun owner but if I were the guy carrying it it would be the shooter that has a problem not the students not advocating guns at schools by the way,"Modesto, CA"
Anyone else tired of school shootings? I am stressed about my one year old niece and nephew. I don’t want to send them bulletproof outsides for their birthdays. #MarylandSchoolShooting https://t.co/350nUDb9uX,"Dallas, TX"
@Air_force_offic @toad462 @KyleKashuv You guys are funny...I'd prefer an A-10 with one of the cool Gatling guns ;),"Florida, USA"
"@markfollman @DLoesch To STOP @NRA we must STOP THIS!
They are 
1. OWNED by guns/arms manufacturers
2. #1 Money-Launderer for Russia
3. ONLY represents:
1% of Adult Americans
25% own a gun
3% US own 50% of all guns
#GunReformNow https://t.co/77W41bdbzT","Aspen Hill, MD"
@VintageMonte @rward80640 @hohlfeld_james @MSNBC You mean educators? You mean the people that you are claiming to speak for and that should have guns.  Teachers have spoken and they don’t agree with you 😂,"Greensboro, NC"
As most LEOs this Officer was more than likely trained by an NRA quailed instructor. NRA serves many law enforcement agencies with firearms training certifications across our country. Thanks to the NRA. https://t.co/d5batIbXpN,"South Dakota, USA"
Condolences to the families of the victims at Great Mills HS. And thank goodness for the officer that engaged and took down the gunman instead of waiting at the door hoping gun control would jump in and make everything right,"Walnut Creek, CA"
@ColBannister I don’t agree with teachers with guns !,"Plant City, FL"
"...that’s why certain controls are more than appropriate on guns—whether to prevent mass shootings—or individual deaths. Cars, trucks, boats, &amp; planes all require extensive training &amp; licensing before using them. The premise that #2A provides a right to guns, does not mean...","Carlsbad, CA"
@QuinnBurton1 Till the gun laws are passed and we no longer have the right to keep and bear arms.,"Vista, CA"
"@MarkAmodeiNV2 got a high school kid suspended by narcing to his principle that the student said during a phone call ""to get off your effing ass"" about gun control. The student is also now barred from serving his elected role as class secretary-treasurer. Just WRONG! SMH! 😒 https://t.co/SfjGJCW3HD","San Diego, CA"
@AisyPlayz @twtshitz @FierceDragonfly @jorge_a_abadia @korey_pl @JRehling How does stricter laws affect law abiding citizens? If you’re a deserving citizen you’ll still be able to get a gun. You’d sacrifice children because it might take you longer to get a gun?,"San Marcos, TX"
@mike_Zollo @DeplorableGrn The elitists don’t have guns their body guards do. They would not know a AR15 from a bebe gun. MAGA 🇺🇸🔥🎯Now following you 👍,"North Carolina, USA"
"@spartacums False. The number of guns in the U.S. has increased substantially over time, especially in the past 20-30 years. In that time, crime, especially violent crime, has consistently gone down and hit record laws. More guns does not equal more violent crime.","Boston, MA"
Close to home and indicative of the strong correlation between mass shootings and domestic / intimate partner violence #enough https://t.co/VO65otQcKQ,"Frederick, MD"
What the fuck https://t.co/G11aYlAvyI,"Lowell, IN"
@starsheppygirl @shannonrwatts I will make sure I have my 10 &amp; 8 year old out on the gun range practicing gun safety and target practice. While you all go and march as victims. My 8yr old can take apart and reassemble my AR-15 already. Both my kids are accurate with their long guns as well. #Idontraisevictims,"Jefferson City, MO"
#GoodGuyWithAGun https://t.co/SXGSnx6FeF,"Hallandale Beach, FL"
😂 https://t.co/NhCblEl8N4,"St Petersburg, FL"
"@cherylclarkin @Neil33842487 @NRATV @JennJacques You stop mass shooting by stopping the shooters, not by outlawing certain styles of guns. Btw, the answer is no. You don’t get my AR-15 or its STANDARD capacity magazine.","Creve Coeur, MO"
